date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:47:03	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2017%20May%202022%2010:47:09%20GMT	https://shibainutoken.me/fonts/Roboto/Roboto-Bold.ttf	C:/My%20Web%20Sites/SHIBAINU/shibainutoken.me/fonts/Roboto/Roboto-Bold.ttf	(from https://shibainutoken.me/indexcoba1.css)
03:47:03	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2017%20May%202022%2010:47:09%20GMT	https://shibainutoken.me/fonts/fontawesome/fa-regular-400.ttf	C:/My%20Web%20Sites/SHIBAINU/shibainutoken.me/fonts/fontawesome/fa-regular-400.ttf	(from https://shibainutoken.me/indexcoba1.css)
03:47:03	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2017%20May%202022%2010:47:09%20GMT	https://shibainutoken.me/fonts/Roboto/Roboto-Regular.ttf	C:/My%20Web%20Sites/SHIBAINU/shibainutoken.me/fonts/Roboto/Roboto-Regular.ttf	(from https://shibainutoken.me/indexcoba1.css)
03:47:06	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2017%20May%202022%2010:47:12%20GMT	https://shibainutoken.me/fonts/Euclid/EuclidCircularB-Bold-WebXL.ttf	C:/My%20Web%20Sites/SHIBAINU/shibainutoken.me/fonts/Euclid/EuclidCircularB-Bold-WebXL.ttf	(from https://shibainutoken.me/indexcoba1.css)
03:47:06	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2017%20May%202022%2010:47:12%20GMT	https://shibainutoken.me/images/permissions-check.svg	C:/My%20Web%20Sites/SHIBAINU/shibainutoken.me/images/permissions-check.svg	(from https://shibainutoken.me/indexcoba1.css)
03:47:06	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2017%20May%202022%2010:47:12%20GMT	https://shibainutoken.me/images/search-black.svg	C:/My%20Web%20Sites/SHIBAINU/shibainutoken.me/images/search-black.svg	(from https://shibainutoken.me/indexcoba1.css)
03:47:06	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2017%20May%202022%2010:47:12%20GMT	https://shibainutoken.me/images/qr-blue.svg	C:/My%20Web%20Sites/SHIBAINU/shibainutoken.me/images/qr-blue.svg	(from https://shibainutoken.me/indexcoba1.css)
03:47:11	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2017%20May%202022%2010:47:16%20GMT	https://shibainutoken.me/fonts/Euclid/EuclidCircularB-Regular-WebXL.ttf	C:/My%20Web%20Sites/SHIBAINU/shibainutoken.me/fonts/Euclid/EuclidCircularB-Regular-WebXL.ttf	(from https://shibainutoken.me/indexcoba1.css)
03:47:11	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2017%20May%202022%2010:47:16%20GMT	https://shibainutoken.me/images/icons/caret-down.svg	C:/My%20Web%20Sites/SHIBAINU/shibainutoken.me/images/icons/caret-down.svg	(from https://shibainutoken.me/indexcoba1.css)
03:47:11	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2017%20May%202022%2010:47:16%20GMT	https://shibainutoken.me/images/close-gray.svg	C:/My%20Web%20Sites/SHIBAINU/shibainutoken.me/images/close-gray.svg	(from https://shibainutoken.me/indexcoba1.css)
03:47:11	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2017%20May%202022%2010:47:15%20GMT	https://shibainutoken.me/fonts/Roboto/Roboto-Thin.ttf	C:/My%20Web%20Sites/SHIBAINU/shibainutoken.me/fonts/Roboto/Roboto-Thin.ttf	(from https://shibainutoken.me/indexcoba1.css)
